Source,Dest,RateLimit,Latency,LeaseCost
36,1101,11,17.151608,229
1991,1771,20,12.694575,943
458,1147,16,17.072593,1067
1872,1615,18,15.944590,340
828,981,15,10.371775,224
1580,1467,20,1.137248,1067
10,1842,9,10.819769,523
524,578,17,11.893876,541
1963,1469,14,16.808817,844
1866,1448,6,11.884750,737
1678,786,19,1.644269,377
399,1946,13,11.882653,979
577,494,9,4.317682,873
1120,1011,9,6.136958,646
542,738,8,11.071446,234
425,730,16,5.345356,317
647,1188,11,5.669215,1076
1903,875,16,11.206448,1038
1687,1915,15,1.721489,627
540,1242,11,2.606005,349
1026,1078,18,16.405699,1079
28,403,19,8.552264,1125
108,597,5,15.968856,612
1079,849,12,7.805014,194
1218,120,19,10.250097,183
79,74,15,2.364281,839
831,978,14,8.126556,894
1496,539,6,2.045197,1084
797,17,16,18.333640,1193
1193,1651,9,8.414926,423
270,1879,11,12.822916,960
748,1271,18,18.596334,1037
1640,88,12,14.449620,766
1665,1026,18,12.848875,942
1775,1321,10,19.816389,312
1622,161,6,9.822683,1003
1450,1066,20,20.232994,279
538,1072,5,10.966840,146
1514,1383,6,18.997677,572
991,449,6,13.881428,254
204,1370,10,13.790747,243
856,369,13,14.610355,923
1016,1326,16,15.804451,536
1540,332,9,6.898083,424
1125,629,16,16.101435,917
383,440,9,14.852028,1198
796,1626,17,10.566613,297
1007,1729,6,3.541195,859
1526,467,17,8.239905,781
683,842,20,19.305036,345
846,1137,10,10.127567,795
1097,477,12,2.703894,1029
1410,409,19,15.297046,624
1248,1003,18,13.051949,1032
1189,986,6,7.124479,677
1600,280,9,9.688864,410
306,39,5,18.936825,829
1755,1991,8,16.987311,774
946,1438,19,16.053804,143
1575,1085,5,4.871380,543
35,506,19,11.474200,826
1143,1290,17,18.773786,227
39,1583,8,8.722865,1004
1126,443,19,15.875979,876
1371,362,17,8.190801,668
775,429,9,10.547249,271
1542,1588,17,5.296354,114
807,636,17,19.667093,301
1531,1407,10,16.123807,843
1316,1669,10,19.419526,963
1056,186,10,15.746684,523
1980,364,7,8.391475,190
1271,549,10,4.433428,874
1349,219,16,7.318744,934
42,951,20,6.919346,844
1583,1592,10,13.014363,313
1204,1639,18,4.554892,502
1764,31,20,10.003799,687
290,1250,11,7.140004,1003
1241,964,20,5.548017,614
941,1307,12,3.038514,453
708,647,6,8.445483,556
1665,96,13,5.202496,616
1510,887,15,2.721011,735
192,42,11,18.233732,474
1712,293,17,16.016363,1157
668,889,20,15.337258,716
679,1003,10,6.505002,249
1453,1981,8,12.290722,461
350,1372,17,8.590645,133
323,148,11,11.306031,460
144,1479,16,18.264927,1085
1682,467,9,12.152233,255
308,1429,14,12.047302,679
659,1370,6,6.974456,818
1637,1962,6,16.129258,1106
479,1966,16,18.845812,858
1832,495,20,11.960415,132
342,479,5,15.999257,955
1008,863,5,20.482247,397
427,19,5,3.288349,1160
1484,1114,18,14.362499,155
533,1996,13,8.826949,1196
695,525,17,9.921727,816
1329,1022,13,4.863299,585
1826,290,5,17.455562,834
1078,1352,7,10.504220,121
518,1613,16,2.890385,894
25,306,13,13.484664,249
1608,1211,11,16.568761,300
1929,617,11,5.238223,527
1176,1973,18,17.032792,896
119,1540,9,11.182591,409
1791,359,12,6.730437,775
899,824,8,16.129222,176
1262,1201,14,13.606677,496
106,1650,10,14.348942,1046
1663,481,5,14.069695,403
699,419,9,9.177111,654
1460,1601,12,12.637479,917
1882,457,19,16.255004,866
1079,375,12,16.292766,296
1887,1577,11,7.163160,920
1078,520,8,12.572373,124
1294,903,14,15.650507,949
166,799,14,16.029900,638
1605,1893,9,17.173848,606
1395,1104,8,19.728829,387
1115,975,17,9.669612,427
846,1139,19,10.763149,1198
519,1548,14,1.853256,1087
162,158,6,1.518898,190
1334,1595,5,7.917789,443
1223,956,10,18.618964,1142
324,863,8,17.283443,628
386,1590,6,20.132987,271
432,545,10,12.544628,306
718,1824,19,4.904224,115
1494,538,8,17.389363,581
1943,1342,13,9.842116,430
1945,1101,16,4.229498,256
1213,930,7,13.750714,313
504,17,19,7.462532,718
1898,1376,17,12.094805,1175
474,24,14,7.276886,1186
95,1024,7,1.073726,323
820,1437,15,2.889306,729
1120,1220,19,8.085231,444
860,713,16,3.748443,493
982,1590,13,7.199365,930
1164,1301,6,5.859741,321
1909,1306,13,5.614653,371
82,1606,16,2.271408,642
1352,1402,6,16.651236,442
959,1969,8,15.291434,1139
1616,795,16,9.009661,877
1248,589,6,20.465479,276
1394,1696,13,11.470712,1175
927,1613,7,10.411655,781
1362,1791,12,4.841271,897
1625,927,14,16.118981,1048
1445,1853,20,8.976979,597
938,783,15,5.988582,648
1527,1754,19,15.705893,617
1141,978,18,19.960894,745
535,1879,8,10.871140,272
729,1038,20,11.351856,377
696,815,17,0.434822,541
442,327,16,3.228616,172
812,151,16,13.535371,573
539,1655,16,6.011964,678
1892,1530,11,6.080395,326
1997,1288,11,7.222647,560
51,1122,6,19.937447,1193
186,1415,20,1.674888,295
1261,1296,7,4.615018,318
767,1790,16,7.900192,691
908,446,19,12.578356,370
390,1429,8,13.660639,838
1433,1651,20,14.755068,360
222,1305,16,13.224386,882
703,1286,17,6.902048,1174
1810,1800,10,11.654614,790
1137,877,15,19.747855,537
559,681,18,13.810180,1105
552,641,6,7.269346,1095
419,1858,14,6.773909,423
552,1405,8,19.436436,778
1957,376,15,16.872043,508
1346,1848,17,16.526854,534
834,728,19,7.295086,923
1512,982,5,15.733409,532
250,1579,7,11.245689,956
1694,1950,13,10.555152,918
1440,1537,5,8.768166,771
123,948,12,6.371544,600
47,349,8,4.156337,102
1412,532,16,8.779602,522
610,968,15,6.395739,939
235,969,17,15.788976,412
1484,64,17,1.198679,668
603,1603,12,6.921419,190
312,1436,19,7.405473,1148
1301,1701,12,7.651863,993
286,85,8,3.772389,933
397,1972,13,18.333535,1017
1732,68,17,0.501176,126
724,581,19,8.918979,196
1285,1618,9,2.543432,634
1517,505,13,4.004305,391
338,102,5,17.872836,692
821,1283,9,12.792813,124
1619,1135,14,5.537356,326
1921,746,5,6.545164,812
1075,599,17,9.186087,136
1098,1006,15,20.419390,991
20,978,16,19.773265,423
732,279,18,15.890447,454
1672,739,5,14.638697,1030
