Source,Dest,RateLimit,Latency,LeaseCost
7048,352,17,0.048408,137
2138,3621,5,18.911891,812
5037,5937,14,15.413075,337
8242,1045,5,4.852112,170
3829,7391,14,18.747975,164
6969,6347,15,16.095212,994
3490,1934,9,10.547249,271
6939,7148,17,5.296354,114
3631,2864,17,19.667093,301
6890,6335,10,16.123807,843
5924,7512,10,19.419526,963
4752,840,10,15.746684,523
8912,1642,7,8.391475,190
5720,2471,10,4.433428,874
6071,985,16,7.318744,934
191,4280,20,6.919346,844
7124,7166,10,13.014363,313
5422,7378,18,4.554892,502
7940,143,20,10.003799,687
1306,5627,11,7.140004,1003
5585,4341,20,5.548017,614
4237,5885,12,3.038514,453
3190,2911,6,8.445483,556
7496,435,13,5.202496,616
6796,3992,15,2.721011,735
865,190,11,18.233732,474
7706,1322,17,16.016363,1157
3008,4004,20,15.337258,716
3363,6611,10,14.899244,1190
1907,8462,14,3.591546,855
6851,8623,11,3.312968,181
3684,759,13,1.483699,914
6249,4793,19,17.241797,357
2748,1753,14,3.167126,887
5511,8898,14,6.762595,854
982,450,10,16.781734,1180
894,2372,17,4.919042,1182
6731,7316,19,18.779250,372
8916,1333,14,3.512771,363
355,7651,17,10.335567,575
368,5525,20,4.378999,110
32,4806,7,15.217154,713
7806,2489,16,5.466718,1199
4849,7022,11,7.124900,389
7063,1880,12,13.630806,663
4582,409,8,18.721302,260
324,551,18,11.055808,844
1218,7773,13,5.313488,988
6241,6793,7,0.263969,268
4827,3693,15,16.488728,766
3495,1201,17,19.775562,439
3528,5673,9,12.055639,1186
7805,2349,18,4.865844,1128
539,6934,9,11.182591,409
8063,1617,12,6.730437,775
4047,3711,8,16.129222,176
5680,5405,14,13.606677,496
480,7427,10,14.348942,1046
7485,2167,5,14.069695,403
3147,1888,9,9.177111,654
6574,7208,12,12.637479,917
8471,2056,19,16.255004,866
4856,1688,12,16.292766,296
8493,7098,11,7.163160,920
4852,2340,8,12.572373,124
5827,4065,14,15.650507,949
747,3598,14,16.029900,638
7225,8520,9,17.173848,606
6281,4969,8,19.728829,387
5019,4390,17,9.669612,427
6002,2139,11,18.019681,427
4725,8976,9,11.583008,728
813,8069,6,1.850878,834
666,738,15,0.603454,541
3476,2811,14,7.515255,110
8174,8524,7,4.997067,879
7587,4321,8,1.434241,815
8838,1403,8,6.564075,868
5507,1684,10,18.917747,845
2153,127,16,4.654942,960
7634,3935,20,10.531727,403
4320,2703,20,14.856752,1033
1856,1282,14,3.552162,173
6036,1743,9,18.194858,708
3276,5057,20,15.400990,690
5309,8791,8,11.724804,674
3194,8883,5,2.606832,794
471,1827,11,13.582250,513
1268,5145,13,18.145428,317
3549,2819,20,8.824729,492
6723,4985,7,10.073315,975
3160,6790,14,2.511020,1186
2572,1813,20,11.294150,673
2464,2218,5,14.570860,548
997,4431,15,1.717326,406
7310,2798,12,4.413521,554
6713,8495,17,15.338958,358
5619,2652,6,20.465479,276
6273,7633,13,11.470712,1175
4173,7262,7,10.411655,781
6129,8062,12,4.841271,897
7316,4174,14,16.118981,1048
6503,8341,20,8.976979,597
4225,3526,15,5.988582,648
6871,7893,19,15.705893,617
5137,4402,18,19.960894,745
1759,3044,13,7.481547,671
8546,3251,13,7.134455,549
6900,8486,5,4.531237,280
6624,6775,7,8.329717,183
6396,1920,15,5.527613,1011
6604,769,9,19.396308,942
3520,6745,9,20.473382,809
3170,3767,5,1.698934,517
8753,8938,6,20.362076,733
735,1598,15,3.241404,535
2026,1785,11,14.403138,841
3468,4837,12,19.075976,739
5522,2214,8,4.904085,793
5997,6038,16,19.739668,443
6477,2126,6,15.283530,683
5805,6397,10,16.510988,385
3030,8781,19,6.434041,1004
5116,5645,14,13.474036,100
8669,3580,9,17.071321,527
6063,8222,9,2.018416,1058
3191,8138,8,11.942027,997
2973,2645,9,4.607042,880
8533,5547,20,13.972108,1196
7407,3341,15,15.507251,935
7255,3553,11,18.716216,518
3202,6727,17,0.765039,929
6907,3536,7,3.727398,1049
4937,7001,9,17.371911,1173
4827,2178,13,14.761602,946
386,5349,11,1.268061,622
2797,4093,5,5.007593,287
1824,18,16,14.667847,1187
3854,3456,9,13.489769,476
2807,6860,6,15.723738,770
6931,2556,16,16.031712,770
2714,7216,12,6.921419,190
1406,6462,19,7.405473,1148
5854,7655,12,7.651863,993
1287,385,8,3.772389,933
1787,8876,13,18.333535,1017
7796,306,17,0.501176,126
3262,2616,19,8.918979,196
5783,7284,9,2.543432,634
6828,2275,13,4.004305,391
1522,461,5,17.872836,692
3698,5777,9,12.792813,124
7289,5111,14,5.537356,326
8648,3360,5,6.545164,812
4839,2699,17,9.186087,136
4941,4528,15,20.419390,991
91,4403,16,19.773265,423
3294,1258,18,15.890447,454
7524,3327,5,14.638697,1030
4787,2866,19,7.743700,1041
3834,2059,17,1.805898,545
6634,2551,12,3.449700,190
6360,4815,14,17.807087,753
8129,4569,17,4.415698,567
8284,2515,14,12.576366,1021
6543,545,5,10.611661,138
8124,1306,11,11.102457,385
634,4479,5,19.060779,397
557,8460,20,20.393167,1149
4990,6889,14,5.837415,860
29,1063,5,12.167054,468
6570,270,10,1.755548,1056
5714,3347,14,19.342454,938
6961,8445,20,11.138055,990
3944,1047,10,11.879289,221
1288,975,18,19.871992,236
1726,3340,15,1.721618,698
1600,2113,7,12.000937,717
7668,5239,12,8.373922,1096
903,7425,9,2.528062,931
6646,1072,17,0.051062,689
1861,304,12,0.719581,434
3159,2197,18,4.075024,293
6146,947,20,8.040776,290
5339,4028,6,9.430808,340
5931,509,14,4.368788,647
5170,8375,10,8.593958,159
7814,2578,17,1.742895,578
2911,315,13,0.020111,847
509,5491,14,10.692613,258
8490,942,15,14.547763,890
7165,7073,11,5.363299,484
7270,176,5,7.437629,209
3595,5192,6,16.834623,154
8604,5454,9,13.726125,151
1469,5299,9,0.190826,1044
1224,1728,19,14.116316,915
1439,6608,18,16.555443,1033
3452,8412,11,16.885058,749
4008,3327,17,5.012126,926
7381,6181,14,9.283907,416
319,4868,11,17.645602,977
3715,259,11,16.874233,509
5664,6372,18,11.233934,166
7221,551,7,17.432018,1190
1999,5426,10,18.363779,793
7509,8041,16,1.840852,344
7659,2374,19,2.763609,316
4335,5357,13,8.905598,186
4691,8742,12,19.517426,928
3033,6857,12,10.206144,1096
7576,6775,17,19.585555,664
3504,4142,14,9.597654,174
2147,1136,18,3.630869,220
7820,6759,7,2.254594,1008
4580,8159,17,3.516974,186
4641,6919,6,16.224534,155
423,8717,14,6.192203,885
6186,3045,5,7.048563,223
3953,408,6,13.070442,788
4932,4721,15,9.225435,830
2822,933,7,19.884635,625
6141,6586,9,16.888061,279
6651,3381,12,11.033974,995
1607,8403,20,13.015920,481
6200,2021,12,12.642317,690
2055,4135,12,0.281990,118
3342,896,10,5.231336,123
1777,2134,19,8.315257,739
1015,3818,11,5.059510,332
5776,982,16,10.114882,635
2093,7037,11,3.638754,425
5877,1605,19,19.412269,1117
3591,8958,16,15.382727,534
5862,6731,19,19.198894,479
7403,4498,11,2.958198,276
2241,8511,12,1.888219,447
5537,2899,18,9.283533,504
4359,3443,15,9.205515,520
3710,8314,8,6.965702,775
8090,4595,11,6.996620,101
2141,1469,7,13.980099,209
142,4883,13,10.697594,693
1518,4487,7,5.996649,1156
1648,1505,14,14.941556,894
950,1164,12,5.031413,132
2159,6687,16,18.253408,1184
6852,1242,17,1.938388,751
5585,5846,5,15.747937,730
7088,5605,5,16.977545,1186
5616,3006,18,11.603589,453
5215,5197,9,14.586885,421
4050,7294,8,10.715862,421
3387,4371,11,19.545235,485
3226,1385,9,5.486086,137
4525,3705,14,14.107696,621
8916,404,11,0.525829,172
817,3924,19,16.871560,915
8219,2622,12,10.576246,505
2114,8916,7,19.145952,475
7828,7470,11,0.686335,1042
5552,5048,5,8.948467,705
6141,6163,19,7.387659,1064
6018,2415,5,9.117358,110
670,2342,5,18.780359,547
6146,860,20,1.620026,521
7807,191,16,12.530367,783
187,3634,19,19.832311,412
8724,7701,17,2.157051,541
5331,3411,8,3.076972,642
1860,1375,20,10.047394,246
6977,1998,16,16.415938,1192
5540,3949,8,14.012825,982
5397,5931,8,5.176004,615
8383,3436,17,8.624156,850
745,7811,14,18.152393,611
8132,2245,16,11.619323,1083
893,2245,9,0.820025,1088
4673,5995,13,9.791225,853
6591,7017,7,13.693418,452
8063,2354,7,10.287963,635
758,8613,16,17.429548,905
6152,3310,16,1.492353,1070
5238,4754,10,13.931761,381
5527,1811,6,16.102513,839
8950,7223,8,3.633057,370
5775,5469,15,18.297646,727
5923,6166,15,9.698977,796
49,2783,14,5.336601,828
4909,1936,17,8.745674,1081
2790,6012,14,7.855791,152
4112,8571,19,5.313775,591
195,147,5,11.353739,858
2488,7816,20,19.385220,261
5073,5472,5,19.252771,918
274,6175,5,14.139119,728
7878,851,9,14.473624,1112
4427,5732,7,12.715408,669
1312,8950,17,5.342315,722
5123,2919,19,2.714773,352
6746,7242,19,8.196699,468
354,4383,9,5.284194,621
2752,7749,13,0.930181,267
4732,8054,11,20.373127,1061
8484,4202,19,17.562464,879
271,7910,18,16.597937,870
7223,6177,7,1.080692,658
4687,5200,12,0.514244,620
4664,5508,7,12.644502,402
226,1545,17,9.134633,910
8874,6936,7,6.871786,988
2011,8941,16,5.159110,294
384,4843,18,4.498686,718
7265,3755,13,16.139507,220
2002,8825,10,18.916044,1115
7813,2219,15,1.136412,656
2405,802,11,2.349846,877
415,6681,7,13.662806,219
5017,6836,16,3.260118,1155
6148,2982,18,11.195409,650
6737,4660,16,15.595921,316
2392,2111,9,12.626766,1090
1225,2724,14,15.881720,526
2658,3698,11,9.175107,1001
7761,5932,10,4.856894,731
459,3212,6,15.919301,1009
4253,6119,11,17.125108,1030
6361,5059,11,6.239481,199
4956,434,15,1.541064,1081
7118,2866,16,8.619710,650
8666,5455,9,3.826532,250
504,6923,15,9.712010,734
156,1409,11,0.809685,493
3157,18,15,9.336206,867
5774,8990,5,14.483646,1095
5181,4848,12,5.148005,1105
3805,7201,12,7.885110,922
5430,932,13,4.816910,836
8133,2125,6,8.784269,201
2079,6314,15,14.682346,466
3206,4585,6,16.408525,819
3551,6771,9,7.160192,1146
2315,8545,10,1.632783,986
4445,1372,5,11.490596,640
4878,7261,8,15.581431,119
525,1297,13,18.888759,821
1621,6633,20,6.745519,1145
4253,3388,10,14.359905,784
7348,7705,8,13.287785,1111
5031,5296,11,19.926127,757
6515,8649,12,10.342834,433
946,8811,18,0.928815,271
3893,8559,10,7.324173,1040
106,926,7,17.826387,218
757,3540,5,7.187966,734
5234,1690,10,12.741983,715
809,931,11,1.291882,523
1856,7576,17,8.801468,570
1101,1909,9,0.889291,400
6704,383,16,12.193849,403
1610,463,12,17.452112,1036
5646,3130,5,12.889664,792
8066,3087,16,3.213683,536
3936,4603,11,6.134313,1186
2253,2886,12,6.363769,999
8197,8523,7,12.933273,609
2990,3508,20,16.212494,407
1915,7207,11,6.871941,397
8024,5005,18,7.497113,705
239,7189,7,15.728672,149
442,8279,18,20.307878,772
2132,5274,13,7.998351,230
5189,6608,20,15.278015,1059
668,3495,12,14.136598,735
286,2454,16,7.740413,378
662,8343,11,1.504216,212
6527,5250,6,17.154950,278
1812,8705,8,12.619905,325
5140,6708,10,5.740840,418
1827,6638,12,19.711697,679
8969,4682,12,11.069182,586
63,5440,12,0.638481,745
5404,4995,12,3.766174,862
3682,1336,13,16.104377,1052
3054,6879,6,15.774797,859
1835,3772,7,20.059909,1153
6790,5933,15,1.916732,304
5640,2253,16,10.043919,1119
2279,2523,19,9.131559,831
2348,2085,12,5.954347,1066
7855,1383,19,5.892713,258
7810,6963,14,20.461774,730
3508,7484,8,17.148827,176
2885,7070,16,4.375511,202
795,5828,12,3.340859,188
3108,3452,11,16.927859,857
6824,5236,19,3.907177,1132
4793,527,13,19.689553,982
655,3666,9,2.207516,720
4655,8805,6,17.737269,711
8980,541,11,5.065874,297
1302,426,6,10.267857,614
7623,623,20,5.840813,447
8615,4207,20,9.710762,102
7680,5218,16,4.039557,361
7849,2274,12,3.300270,529
7737,3670,14,8.115496,1011
6942,4924,7,6.803890,687
7415,262,15,17.346890,822
2402,1745,6,17.997231,782
4964,7590,5,18.800023,995
1039,3563,20,12.194439,980
7567,3498,7,18.101445,990
5251,6371,9,7.187617,1166
6902,4087,8,8.871679,1097
7900,1232,17,6.104517,939
471,4201,14,19.014866,432
7637,7990,7,17.724723,1141
8665,2366,14,10.997338,487
5481,2275,16,8.861403,1135
1283,2216,5,10.640861,271
8511,5067,17,16.744532,243
221,1096,15,11.187493,277
791,6730,19,7.691357,491
837,4796,12,3.286003,375
3309,7203,15,5.528606,496
7077,8561,13,4.321962,745
7267,3352,11,17.830010,810
1598,4943,18,8.036288,1022
678,5034,16,3.059068,914
7707,6472,10,19.751021,331
4269,2085,12,5.147607,340
5389,2959,16,17.122608,532
2341,1777,12,15.352496,1160
3852,4146,16,2.922189,1136
2863,1479,12,7.650789,269
6281,13,8,5.872833,129
4204,8198,9,12.648701,297
4055,3848,14,9.601988,1071
938,4544,13,4.296187,1055
2535,6169,15,16.192437,271
7114,6965,19,2.006985,346
5890,5778,16,11.010904,458
6589,2114,10,0.915133,687
5592,5951,11,17.196791,1023
7474,7940,16,7.170613,909
2308,5470,13,6.051493,200
7527,4030,17,0.842846,806
1857,2419,15,17.270503,526
6177,4528,12,7.296114,523
7544,891,5,18.535362,844
2927,1886,20,9.293555,1133
2444,4556,14,17.894686,496
5044,3555,14,0.617127,1076
3465,4686,11,18.707890,1045
4497,2143,13,2.586000,314
7642,3668,17,16.831551,508
7998,4219,14,16.155127,1012
5911,2058,11,18.712571,465
517,7738,10,6.834677,569
3401,1995,18,1.596375,1173
6053,8437,6,2.373463,1026
