Source,Dest,RateLimit,Latency,LeaseCost
704,415,11,15.531526,733
196,117,6,4.589945,299
519,709,18,2.601798,771
636,307,9,5.603638,915
678,889,20,17.622392,668
592,199,16,8.579623,607
531,35,5,17.516341,1054
102,892,15,3.305761,1113
984,18,13,20.344603,1021
885,959,8,15.699365,352
573,723,12,18.016680,1130
807,864,19,4.474276,555
490,635,12,2.324256,969
733,950,6,18.020680,105
921,264,12,7.882247,388
289,762,6,8.223145,1180
734,596,13,13.871215,1127
724,74,17,11.877520,1024
393,902,11,5.164311,319
973,516,15,16.378851,418
247,262,14,14.398613,716
505,272,6,10.175760,398
369,217,12,2.505196,334
365,708,12,4.051488,456
886,951,12,17.388613,701
852,843,20,7.452778,192
479,270,14,16.081803,239
226,513,13,0.279572,981
889,143,18,4.132238,1118
385,417,19,6.129195,164
444,778,12,8.705696,606
982,380,6,1.230633,1067
75,39,5,2.437330,226
671,415,12,8.738352,536
722,748,9,20.016204,209
894,398,5,12.535342,1084
993,596,18,13.414257,551
294,135,20,7.777619,788
781,684,9,13.036758,999
930,907,18,0.902602,649
275,704,14,10.518778,1045
706,626,17,13.548277,508
223,966,8,1.658367,174
475,479,18,10.933723,1183
191,986,7,10.990017,123
396,534,5,14.185450,224
35,926,11,4.602575,176
410,677,7,14.044466,483
17,672,7,3.785237,694
651,712,16,13.598676,907
317,770,11,3.403343,431
394,336,9,6.457064,899
279,785,16,4.516608,434
80,724,20,16.667138,990
151,515,7,17.724404,234
511,172,16,4.791092,937
877,401,14,8.639346,1140
761,941,8,11.662644,446
510,494,15,4.893641,613
974,131,18,4.193077,1072
224,746,12,10.288548,1000
750,636,18,10.108910,190
652,347,13,4.290826,980
140,255,16,5.790178,268
19,16,15,13.576479,1066
995,190,12,12.557188,620
719,879,14,0.802807,967
542,2,5,8.249698,119
253,922,15,13.523302,729
645,751,8,2.382434,121
791,236,6,16.835792,720
221,914,5,14.457058,855
181,785,17,10.591605,527
214,265,18,3.188099,948
794,756,11,0.273557,544
318,800,18,3.757095,942
703,363,14,13.835881,824
834,349,20,16.085673,681
93,358,19,7.887692,1190
182,171,19,1.690849,799
274,318,9,14.411695,842
109,689,13,15.541620,123
475,947,6,13.863958,971
796,319,14,3.978415,763
819,815,9,7.502194,1071
15,962,8,10.933929,259
625,417,7,16.817335,783
482,980,16,9.577859,618
653,447,7,6.582634,490
511,411,11,0.991958,651
297,253,12,9.093414,792
896,132,14,0.433672,580
714,889,10,3.013084,990
67,781,20,9.120931,1188
322,748,13,10.287181,511
734,317,7,20.312471,333
940,599,10,14.064636,938
30,161,6,1.730930,707
739,694,13,18.349118,1026
233,305,8,2.892315,270
714,612,20,10.790766,463
685,109,5,13.385565,1001
981,99,9,18.731681,364
983,747,18,14.126722,1108
247,990,7,0.610599,288
239,39,18,15.936937,655
431,40,14,5.544869,335
9,3,13,19.747164,917
276,700,5,20.465501,693
780,430,20,5.386689,964
208,483,15,10.484972,660
441,913,7,1.255674,1037
667,539,15,17.706797,664
19,259,17,15.475127,255
721,12,7,8.413685,824
135,804,14,2.736115,989
181,964,9,12.923885,381
388,588,20,5.351175,1014
934,59,17,17.061631,700
280,895,7,14.481625,461
613,449,11,7.069803,966
69,631,14,4.180225,830
359,53,18,20.099347,870
859,831,8,16.439587,855
276,349,8,12.631872,592
504,730,17,2.674557,778
742,941,8,9.717984,973
696,539,8,13.930460,975
178,943,17,7.401146,484
744,539,9,13.181250,775
22,647,12,20.495759,940
399,596,12,10.033183,983
946,309,8,9.429370,868
552,239,10,5.347071,714
487,801,17,6.106790,834
569,879,9,20.447493,386
774,565,14,18.381233,189
79,90,15,1.683105,834
797,29,11,6.404304,773
478,366,5,19.417385,278
431,243,16,9.842937,312
795,69,15,3.197031,338
272,320,16,3.836834,495
912,922,15,0.289660,922
269,227,17,8.965255,1170
671,513,9,6.157432,1171
550,724,18,2.921420,768
465,173,6,3.972299,377
8,887,13,11.519836,1145
688,751,13,20.025042,361
12,571,13,20.234068,152
512,127,15,4.162157,551
718,662,11,11.719480,716
610,885,8,6.422400,1197
418,430,10,11.356170,301
357,491,17,14.043231,486
754,582,15,20.237094,414
653,550,13,5.054126,145
803,710,11,10.093144,844
278,812,9,20.184021,337
412,745,20,8.156653,923
234,439,16,6.041867,216
848,512,13,20.016648,610
806,169,6,12.693796,849
895,490,15,14.845656,995
463,624,10,17.652953,895
926,941,6,9.269215,616
391,683,11,10.212167,940
877,917,15,9.628641,728
489,842,6,12.024808,394
939,195,10,3.218870,501
519,949,10,5.162412,483
407,766,20,8.228589,343
163,736,17,1.357748,547
75,710,8,8.811380,396
827,733,6,10.762172,1141
765,391,16,4.225833,1199
644,427,18,8.582317,128
561,82,11,20.359294,202
707,993,14,3.641609,794
648,158,11,4.066383,522
895,702,15,11.018632,599
223,930,14,5.043201,315
714,239,15,13.753345,889
825,962,9,4.843733,222
652,745,13,14.572343,487
643,805,9,20.001526,1096
900,313,18,12.858248,726
438,657,5,8.154943,408
340,832,11,18.727908,404
320,98,18,18.537392,330
929,582,18,6.026112,404
702,224,16,12.635215,1177
995,823,10,18.948765,932
759,806,11,7.469696,1105
380,355,16,10.070844,141
753,767,11,16.190987,300
862,548,17,11.030818,1032
975,536,8,15.237124,892
768,42,14,12.509701,168
474,462,19,9.324564,126
174,244,7,0.041343,877
266,715,20,7.873077,436
484,658,10,15.627423,229
484,767,14,5.822276,917
32,782,14,10.582541,432
801,478,15,1.679191,272
718,887,18,19.521383,816
850,466,16,16.635897,257
42,243,12,15.522632,318
986,555,9,17.084978,1053
34,812,6,0.487595,499
290,911,11,1.797021,807
809,259,18,9.959097,935
287,195,9,1.051918,124
719,871,13,13.158880,412
72,624,5,11.643723,784
889,270,8,7.653347,137
708,319,15,6.149979,931
973,448,5,10.315776,833
363,996,17,10.030848,863
961,964,9,2.865730,1041
413,775,10,7.579445,167
339,714,18,6.530069,1063
851,377,18,4.691483,969
276,88,11,5.812716,628
253,168,6,10.969625,770
919,868,14,10.407717,987
971,215,11,5.730095,722
831,613,18,1.242932,145
277,517,5,2.976367,544
643,541,9,10.203247,103
561,929,9,19.270969,1198
269,994,20,15.691912,783
483,284,16,2.421673,104
715,593,10,0.615216,477
611,85,18,7.625009,761
775,943,17,19.237774,1148
808,438,6,11.139154,738
109,143,6,4.432127,1167
124,317,9,7.609175,840
543,177,8,13.051630,744
560,852,14,9.071155,549
904,100,18,17.992775,235
755,738,6,5.199845,102
535,206,5,11.530645,138
303,351,8,8.054675,318
175,682,6,18.941949,531
172,593,12,13.203748,606
217,659,5,14.671010,334
497,574,19,9.791441,561
54,868,9,11.393298,193
435,323,5,16.824340,101
678,56,14,3.141640,674
143,219,17,2.147453,798
747,709,16,16.111917,535
763,261,10,15.677930,989
19,29,11,2.042310,539
576,92,20,1.008261,1152
606,293,7,0.961846,279
588,281,10,17.587330,249
192,877,7,15.186741,276
734,836,17,17.373086,522
934,377,11,12.098830,590
369,765,20,15.387937,1002
686,593,16,5.895984,745
314,35,13,9.456993,1047
797,412,5,5.488567,1006
371,629,16,19.488206,703
60,806,16,13.549109,983
61,184,15,20.309417,344
602,318,9,12.903557,994
210,834,19,19.329966,198
222,851,9,13.926828,248
196,481,14,11.998620,578
971,468,20,15.422800,471
761,481,5,18.557569,1026
752,758,15,10.518131,528
460,592,8,1.379207,518
255,238,7,20.443153,295
109,868,17,11.083301,221
825,508,19,4.875343,288
78,515,17,19.895173,971
50,897,9,19.855519,739
660,302,16,6.935857,164
768,343,6,0.930280,169
641,637,15,10.755647,834
630,450,15,2.125228,247
690,969,12,15.002261,378
580,823,7,7.703004,585
813,178,19,5.748197,799
346,688,8,6.090471,778
536,228,12,9.215934,115
16,371,6,18.075377,380
21,197,8,1.966644,546
580,112,11,11.504024,371
211,641,6,12.945916,643
486,232,17,7.448289,295
296,653,7,18.533502,1142
923,399,20,7.202829,926
394,651,16,7.964481,1131
345,822,12,1.947490,258
160,249,20,13.057840,201
315,615,10,5.480630,598
367,484,11,5.947328,594
381,412,19,4.603531,474
613,898,13,19.179853,475
163,142,8,2.042944,117
542,517,17,11.057890,285
498,161,14,19.669208,301
167,584,18,14.792430,216
129,444,12,0.599812,364
743,695,14,20.196221,938
138,812,13,12.132613,783
649,56,12,11.746716,967
622,26,16,20.232347,787
334,872,14,6.575784,737
577,308,9,5.980174,595
810,228,18,5.993264,514
485,386,9,7.181133,494
153,264,20,0.705277,653
411,597,18,9.715038,1190
44,377,16,1.349751,200
436,900,8,15.184873,1105
291,491,6,7.549701,358
990,183,7,6.995959,1057
830,382,18,17.540310,779
560,17,17,11.277413,851
684,889,10,17.961191,836
268,8,10,0.194329,182
260,37,15,8.331884,851
95,955,19,7.850271,1055
21,718,8,12.723978,122
403,886,20,5.812199,1026
649,969,18,2.529755,215
401,592,11,9.356028,265
492,206,7,11.017737,639
132,775,8,7.072645,981
992,615,12,1.402037,852
801,599,15,0.801619,377
381,770,8,13.972968,191
867,584,9,9.516322,1094
249,695,5,18.305298,209
249,269,7,18.412627,671
666,559,13,14.036900,906
779,164,6,6.562790,1086
261,177,17,9.965422,192
957,723,5,15.003515,852
367,733,16,18.078477,740
528,317,7,5.246597,776
201,100,17,13.778039,1194
802,244,8,5.035554,806
607,644,13,11.685890,824
685,635,5,12.973139,106
309,598,6,13.561875,700
215,811,18,18.266226,441
668,567,13,0.976127,517
74,456,20,18.720887,385
446,21,5,1.716564,709
868,984,15,3.011910,720
608,15,18,15.230927,133
686,2,12,11.697740,1063
94,280,8,18.858808,641
636,149,19,10.596159,260
994,761,9,11.588777,726
324,923,18,4.703285,925
804,876,10,6.868045,143
487,262,19,9.718419,436
861,505,5,3.121058,678
894,411,19,17.895385,1137
466,929,7,14.521818,133
878,840,16,14.353608,983
686,162,6,10.394408,673
577,451,8,9.685535,670
612,129,18,5.624272,127
171,772,12,15.091873,1185
770,144,16,16.548639,346
993,741,15,3.612286,147
538,870,14,11.524093,988
417,510,14,2.240633,344
980,362,18,18.899925,1055
246,671,20,10.353725,394
89,426,8,14.480217,800
920,689,16,15.217930,303
108,557,17,13.239667,275
958,683,10,10.442214,701
499,748,13,18.307951,937
196,265,8,10.463747,778
899,136,9,8.038497,952
387,295,11,7.614100,592
819,353,12,13.512693,454
468,236,14,7.318106,179
597,776,18,13.939382,549
750,835,18,11.523930,568
809,304,6,8.131137,706
48,641,19,18.267128,970
318,723,15,10.243738,1160
606,256,5,2.807914,161
769,672,16,11.805266,119
156,410,9,7.324999,486
2,672,8,14.291942,806
998,57,18,18.541184,733
538,496,17,18.712651,565
800,469,16,15.308473,764
103,515,12,13.718044,1094
236,71,11,1.897194,354
701,648,9,6.816182,492
509,90,12,13.401234,534
752,267,16,19.493179,383
423,79,17,3.125486,107
382,560,12,16.539012,358
407,760,5,2.954433,689
618,921,15,15.110010,1150
542,329,20,7.717282,506
667,700,14,17.550916,342
261,648,19,12.064688,569
973,972,14,19.700923,585
450,504,9,20.071307,1033
413,45,7,19.495590,464
173,357,18,2.110850,272
597,869,6,6.169739,192
393,32,10,11.822467,740
187,343,15,11.460283,925
820,89,6,6.031081,169
384,206,18,17.118053,572
427,122,8,17.919839,147
272,830,14,0.874391,876
935,594,9,1.055687,641
512,851,18,7.130147,127
838,628,15,7.032194,915
170,156,11,10.486823,521
388,299,20,6.574698,609
816,910,20,10.444317,794
463,332,11,4.723985,970
800,412,19,5.532733,1081
556,827,5,11.283336,129
798,157,19,0.914374,154
919,869,17,12.514249,360
269,390,6,15.053327,1151
122,745,18,7.962108,583
960,689,14,0.292337,135
272,718,8,5.187538,181
927,379,16,2.096267,898
583,80,20,3.323953,923
765,201,20,11.548021,777
204,571,16,18.241356,408
289,203,16,6.610665,1158
526,996,13,13.013359,694
441,7,14,2.712189,134
586,600,13,7.644547,302
692,409,7,10.066175,964
864,339,17,15.805981,947
689,203,11,9.400506,1177
956,754,15,17.452575,202
185,626,9,17.038935,639
926,253,9,8.726643,590
664,260,8,0.358894,419
877,408,6,3.150638,1069
949,287,7,15.861899,720
572,389,18,10.169917,1021
69,320,17,15.000220,334
93,88,15,17.031469,279
80,345,11,12.619777,1009
687,758,14,7.305778,309
938,532,5,20.106440,1157
407,307,16,11.558846,664
74,517,20,10.838909,1052
555,997,5,2.949755,372
179,144,5,6.066657,651
467,847,6,1.019041,413
315,957,12,6.258601,621
2,853,14,9.481808,316
237,872,9,13.732409,277
390,859,11,3.621537,535
828,771,13,14.890799,465
533,823,5,6.215120,1031
656,266,8,5.977417,1066
620,551,18,15.173535,1109
813,115,11,14.478362,754
799,840,11,12.993457,1072
808,583,16,10.614963,486
968,766,12,20.197021,576
906,877,7,12.051315,427
762,52,12,1.113232,1121
302,848,19,4.824908,1051
946,962,9,5.039155,690
352,609,9,10.416435,575
940,142,8,3.249914,671
155,945,14,17.184252,999
121,682,10,3.297945,196
747,913,8,7.286223,202
532,468,11,5.123686,504
800,632,15,7.375582,965
951,537,5,12.022073,989
372,433,8,13.220032,295
549,823,7,17.172917,182
559,718,18,15.166115,1042
719,316,6,4.314616,622
231,482,5,4.478473,759
328,742,6,8.060740,386
197,486,15,19.740689,571
460,726,10,19.302669,450
164,463,13,3.162103,868
1,225,7,0.547917,614
910,257,6,3.669071,596
427,623,5,18.080803,214
836,209,18,14.052175,801
351,789,7,15.865227,1093
561,97,8,13.162874,912
513,537,10,4.817059,510
526,44,13,13.556063,560
597,838,18,18.086657,911
394,349,16,12.459970,713
334,295,6,9.180751,993
65,41,15,5.512024,852
232,842,11,10.315758,620
169,355,11,2.031561,134
235,904,15,4.296757,1186
727,453,20,10.379001,767
108,872,10,8.099624,773
24,30,19,10.674576,548
266,912,18,4.361517,650
238,514,16,3.997273,1034
407,810,14,7.613327,1078
468,602,20,16.991068,823
228,426,17,6.800005,163
859,341,12,8.747386,516
221,831,7,19.989058,840
937,93,8,17.242294,684
689,415,17,20.359211,668
932,759,12,17.761506,906
18,748,16,20.483039,291
649,921,18,12.104012,166
707,564,15,10.700799,909
849,119,11,14.068161,420
997,502,5,10.573651,937
838,316,17,3.165740,1187
175,336,7,2.816645,106
908,589,9,11.312667,1117
229,775,6,8.485811,331
110,263,16,0.089435,858
618,443,20,13.532624,937
976,304,8,15.655533,284
602,104,8,16.394674,518
284,460,7,15.599593,759
433,262,14,0.785227,415
555,214,16,19.054303,760
49,657,7,15.096885,551
184,139,15,16.727321,1081
197,620,19,0.901607,280
739,943,10,12.113914,474
15,64,13,16.122439,496
836,550,9,0.496396,612
561,536,8,11.751414,1184
51,50,16,18.555920,850
819,290,6,8.649040,609
286,402,15,1.926729,274
66,559,5,0.499094,843
21,951,18,9.301909,220
427,110,17,18.257427,939
486,761,8,3.316546,1008
754,216,13,9.779627,797
369,845,6,7.344896,1086
417,906,20,12.494322,351
437,268,11,19.163645,943
987,206,13,4.042975,313
660,426,16,10.144545,1056
906,835,5,17.608035,527
542,406,8,4.752559,1035
625,145,16,16.468898,292
915,357,6,2.680155,1041
989,389,6,3.063847,1176
506,302,9,6.498485,1137
871,890,19,15.921901,1194
744,905,13,14.734293,166
440,437,8,14.550920,632
976,376,5,17.453190,140
945,427,14,20.189531,284
466,132,19,7.934815,459
525,137,7,17.669833,686
338,701,13,11.394349,305
750,694,14,4.174834,512
58,461,10,8.583621,711
448,894,18,1.326857,144
690,905,18,7.324179,299
823,332,12,13.880524,349
969,647,12,4.091853,581
897,645,17,2.581604,363
138,820,20,8.928559,1074
471,733,14,17.488981,229
104,259,10,5.722310,1036
317,269,15,5.765821,998
2,468,14,3.024623,852
65,446,5,16.703127,158
844,393,5,16.913437,885
476,123,13,18.161450,926
297,583,6,14.423139,994
26,65,13,19.068171,382
850,361,17,9.283731,290
467,216,11,7.474919,756
52,557,11,12.838193,973
60,347,5,9.845381,241
750,123,13,14.494642,933
75,202,10,6.259124,601
616,642,17,7.855809,1167
440,460,16,7.417119,892
551,579,5,16.852974,472
832,104,18,1.981538,1077
974,703,13,5.274967,107
651,47,18,7.821814,387
581,216,16,20.365352,594
263,816,5,2.323717,577
726,838,11,3.726365,512
759,295,12,6.882563,647
759,833,11,2.839040,1147
635,474,8,7.519497,941
774,228,18,19.518111,739
528,19,14,20.372882,290
363,527,7,12.954917,988
110,811,16,14.945511,507
888,167,5,10.779190,318
356,84,6,10.555233,632
540,466,15,0.877150,459
447,184,17,16.818478,263
751,493,15,1.025480,435
359,410,9,7.129731,1127
619,618,10,12.521038,966
825,320,19,5.037440,141
42,928,17,6.069111,244
888,661,7,16.439129,1118
725,664,18,16.463032,1001
944,252,8,15.849258,498
617,17,15,11.545276,808
134,891,9,16.724934,854
348,129,9,11.303129,591
62,444,7,18.940872,852
717,114,12,11.560278,637
550,1,19,19.217217,958
904,558,19,0.088510,887
480,541,16,11.484060,219
958,45,12,15.939305,992
192,713,20,2.065451,664
892,675,8,0.987771,550
926,924,5,12.338348,502
227,366,15,19.455360,1120
514,449,20,12.252734,962
324,715,9,15.773350,353
577,802,19,7.425327,1051
988,141,18,19.875623,206
993,453,15,9.370221,855
296,188,11,5.098724,192
454,263,18,11.497331,665
541,356,14,12.434996,442
386,774,13,16.297773,157
604,727,9,19.620086,855
663,333,18,1.100576,298
875,837,6,6.533540,344
360,955,11,2.887274,117
866,606,8,19.312650,878
336,154,8,9.698266,819
442,26,13,0.222257,880
363,746,13,7.586471,1133
378,574,18,14.362497,744
760,775,16,12.629469,966
132,184,10,16.227968,437
826,248,15,7.679434,788
546,805,10,6.627451,336
150,321,18,3.647104,435
