Source,Dest,RateLimit,Latency,LeaseCost
610,51,15,10.794096,276
695,746,8,12.125733,186
529,528,11,20.365309,934
431,147,6,19.717062,346
135,389,16,7.825162,239
457,568,6,6.309917,376
290,205,16,18.238663,1139
429,644,13,20.397975,752
105,313,12,0.729810,162
156,640,18,18.305930,822
428,120,19,0.376353,706
296,744,18,20.414239,1075
719,141,14,4.700609,731
542,343,18,19.194414,989
648,695,17,8.487965,640
476,360,13,16.198711,907
712,57,5,0.103747,1114
198,335,13,5.371343,418
572,86,14,20.123893,908
447,412,18,19.133577,897
56,574,14,17.206899,533
676,323,6,4.094821,1171
387,489,14,5.920985,372
196,431,8,11.485549,656
204,56,9,5.562687,506
163,333,13,4.359704,502
531,352,9,6.634042,754
317,137,9,19.509490,582
536,636,13,17.296435,1154
479,272,6,5.544913,783
313,588,7,10.518967,693
616,10,17,2.946650,1009
10,151,19,8.552264,1125
40,224,5,15.968856,612
404,318,12,7.805014,194
456,45,19,10.250097,183
29,27,15,2.364281,839
311,367,14,8.126556,894
561,202,6,2.045197,1084
299,6,16,18.333640,1193
198,490,11,2.767918,1134
296,284,15,14.033419,400
280,476,18,18.596334,1037
615,33,12,14.449620,766
624,384,18,12.848875,942
665,495,10,19.816389,312
608,60,6,9.822683,1003
543,400,20,20.232994,279
202,402,5,10.966840,146
567,518,6,18.997677,572
371,168,6,13.881428,254
76,513,10,13.790747,243
321,138,13,14.610355,923
381,497,16,15.804451,536
577,124,9,6.898083,424
422,236,16,16.101435,917
143,165,9,14.852028,1198
298,609,17,10.566613,297
377,648,6,3.541195,859
572,175,17,8.239905,781
256,316,20,19.305036,345
317,426,10,10.127567,795
411,179,12,2.703894,1029
529,153,19,15.297046,624
468,376,18,13.051949,1032
446,369,6,7.124479,677
416,156,17,5.236075,898
354,211,7,0.346970,791
692,496,19,3.909384,625
621,459,12,18.034568,751
587,29,17,0.048408,137
178,301,5,18.911891,812
419,494,14,15.413075,337
686,87,5,4.852112,170
319,615,14,18.747975,164
580,528,15,16.095212,994
299,387,11,5.448557,995
385,116,17,15.499749,570
193,10,11,16.411896,1052
719,137,17,7.448825,763
589,506,15,7.166971,1145
710,588,13,7.349035,1094
576,288,20,3.506005,1093
307,61,15,6.533286,421
162,527,15,14.131355,700
267,568,5,19.424668,202
253,507,17,6.542088,719
451,614,18,4.554892,502
661,11,20,10.003799,687
108,468,11,7.140004,1003
465,361,20,5.548017,614
353,490,12,3.038514,453
265,242,6,8.445483,556
624,36,13,5.202496,616
566,332,15,2.721011,735
72,15,11,18.233732,474
642,110,17,16.016363,1157
250,333,20,15.337258,716
254,376,10,6.505002,249
158,705,14,3.591546,855
