Source,Dest,RateLimit,Latency,LeaseCost
136,788,20,19.563358,751
66,600,16,8.217429,1193
643,489,8,1.438950,1158
190,153,13,17.071335,520
107,518,17,13.038110,438
213,329,9,13.914087,1079
802,486,18,2.813021,1195
503,169,16,8.579623,607
452,30,5,17.516341,1054
86,759,15,3.305761,1113
836,15,13,20.344603,1021
99,846,19,3.872499,781
650,194,14,9.376458,1016
747,795,17,19.023857,956
185,351,12,9.858629,657
96,671,16,1.568315,161
747,4,19,9.172732,681
326,222,9,2.363764,738
340,834,16,11.261425,1002
575,793,16,15.695842,738
492,713,11,8.846933,188
214,169,20,13.367845,738
679,245,8,11.781675,331
597,476,13,1.547979,429
421,230,10,9.103496,694
310,602,12,4.051488,456
155,235,19,8.978290,887
720,464,18,19.630683,804
309,71,12,12.730645,560
666,108,8,11.049986,1004
11,680,19,16.933266,115
171,786,11,19.100056,159
254,49,12,9.545101,694
360,391,20,1.759322,770
51,746,6,1.556156,143
31,569,6,13.769022,557
416,490,11,14.801902,923
229,97,20,18.338479,539
7,629,14,20.365007,756
701,224,15,6.027495,248
798,336,11,16.023762,853
232,318,15,19.079828,1098
723,697,5,5.649122,876
514,707,13,14.491087,790
650,754,15,4.577303,1164
163,689,6,9.753823,627
697,616,13,3.931806,1186
138,229,13,8.129544,688
35,643,16,0.732433,1120
364,421,8,8.408791,845
119,86,15,0.354660,840
110,363,7,13.365148,884
635,432,15,6.515985,948
336,654,7,8.087845,470
250,478,10,5.725632,964
631,162,8,1.651129,897
847,338,18,3.105480,667
152,428,18,10.478530,290
586,648,8,17.990404,542
526,290,11,15.606573,1136
189,359,14,10.474547,643
536,466,8,19.982841,245
717,599,8,4.602341,921
404,530,13,15.382809,800
719,505,12,13.380647,482
446,471,8,2.871806,381
616,401,9,0.403591,118
534,785,15,20.417593,309
405,704,14,14.744649,1068
503,665,5,11.128865,102
29,201,11,5.191562,1115
549,475,15,13.230679,927
98,16,17,1.312015,568
698,478,8,1.202224,952
599,583,7,16.647502,539
439,329,8,16.675156,666
132,655,17,8.757851,384
11,342,10,17.726722,1156
598,308,14,13.835881,824
807,805,17,1.913696,494
768,652,11,3.740457,288
767,347,6,5.630222,450
247,183,16,2.244891,858
463,303,17,9.750144,1143
78,286,15,16.323226,451
478,539,8,16.807020,998
248,188,10,0.327807,1159
209,414,13,12.817189,559
107,296,18,9.888046,1178
596,230,12,13.404907,593
129,125,10,6.631752,192
434,350,11,0.991958,651
253,215,12,9.093414,792
762,112,14,0.433672,580
606,756,10,3.013084,990
57,664,20,9.120931,1188
274,635,13,10.287181,511
624,269,7,20.312471,333
799,509,10,14.064636,938
26,137,6,1.730930,707
628,590,13,18.349118,1026
198,259,8,2.892315,270
607,520,20,10.790766,463
582,92,5,13.385565,1001
833,84,9,18.731681,364
835,635,18,14.126722,1108
125,495,5,4.914761,143
722,663,17,8.848299,145
521,849,9,0.197933,104
453,136,20,11.423565,1054
235,595,5,20.465501,693
663,365,20,5.386689,964
177,411,15,10.484972,660
38,201,12,2.981561,139
52,723,15,13.863128,249
734,435,5,16.536340,863
641,119,16,3.140291,690
348,559,7,12.415248,527
113,686,7,6.325905,531
535,217,11,20.232401,1054
221,706,16,19.148339,165
654,260,18,5.754884,1086
152,406,16,12.576641,595
350,179,10,1.428144,794
510,478,8,7.375455,158
701,311,20,17.614204,1015
204,1,17,5.658117,485
