Source,Dest,RateLimit,Latency,LeaseCost
1334,1415,14,10.591353,251
1492,889,8,2.881259,560
691,797,5,4.286460,1040
1300,153,19,11.702186,277
1381,1476,5,8.112752,1192
1493,1328,20,12.694575,943
343,860,16,17.072593,1067
1404,1211,18,15.944590,340
621,736,15,10.371775,224
1185,1100,20,1.137248,1067
7,1381,9,10.819769,523
393,433,17,11.893876,541
1472,1101,14,16.808817,844
1400,1086,6,11.884750,737
1259,590,19,1.644269,377
299,1460,13,11.882653,979
433,370,9,4.317682,873
840,758,9,6.136958,646
407,554,8,11.071446,234
319,548,16,5.345356,317
485,891,11,5.669215,1076
1427,656,16,11.206448,1038
1265,1436,15,1.721489,627
405,931,11,2.606005,349
769,808,18,16.405699,1079
21,302,19,8.552264,1125
81,448,5,15.968856,612
809,637,12,7.805014,194
913,90,19,10.250097,183
59,55,15,2.364281,839
623,734,14,8.126556,894
1122,404,6,2.045197,1084
598,13,16,18.333640,1193
894,1238,9,8.414926,423
202,1409,11,12.822916,960
1026,409,10,16.744047,1124
1360,1277,18,10.226301,403
1057,908,18,17.602233,878
1331,991,10,19.816389,312
1217,121,6,9.822683,1003
1087,800,20,20.232994,279
404,804,5,10.966840,146
1135,1037,6,18.997677,572
743,336,6,13.881428,254
153,1027,10,13.790747,243
642,276,13,14.610355,923
762,995,16,15.804451,536
1155,249,9,6.898083,424
844,472,16,16.101435,917
287,330,9,14.852028,1198
597,1219,17,10.566613,297
755,1296,6,3.541195,859
1145,350,17,8.239905,781
512,632,20,19.305036,345
635,853,10,10.127567,795
822,358,12,2.703894,1029
1058,306,19,15.297046,624
936,752,18,13.051949,1032
892,739,6,7.124479,677
832,313,17,5.236075,898
708,423,7,0.346970,791
1385,993,19,3.909384,625
1242,918,12,18.034568,751
1174,58,17,0.048408,137
356,603,5,18.911891,812
839,989,14,15.413075,337
1373,174,5,4.852112,170
638,1231,14,18.747975,164
1028,272,17,8.190801,668
581,322,9,10.547249,271
1156,1191,17,5.296354,114
605,477,17,19.667093,301
1148,1055,10,16.123807,843
987,1252,10,19.419526,963
792,140,10,15.746684,523
1485,273,7,8.391475,190
953,411,10,4.433428,874
1011,164,16,7.318744,934
31,713,20,6.919346,844
1187,1194,10,13.014363,313
903,1229,18,4.554892,502
1323,23,20,10.003799,687
217,937,11,7.140004,1003
930,723,20,5.548017,614
706,980,12,3.038514,453
531,485,6,8.445483,556
1249,72,13,5.202496,616
1132,665,15,2.721011,735
144,31,11,18.233732,474
1284,220,17,16.016363,1157
501,667,20,15.337258,716
509,752,10,6.505002,249
1090,1486,8,12.290722,461
262,1029,17,8.590645,133
242,111,11,11.306031,460
108,1109,16,18.264927,1085
1261,350,9,12.152233,255
231,1072,14,12.047302,679
494,1027,6,6.974456,818
1227,1471,6,16.129258,1106
359,1475,16,18.845812,858
1374,371,20,11.960415,132
257,359,5,15.999257,955
756,647,5,20.482247,397
320,14,5,3.288349,1160
1113,835,18,14.362499,155
400,1497,13,8.826949,1196
521,394,17,9.921727,816
997,767,13,4.863299,585
1369,218,5,17.455562,834
808,1014,7,10.504220,121
388,1209,16,2.890385,894
19,229,13,13.484664,249
1206,908,11,16.568761,300
1446,462,11,5.238223,527
882,1480,18,17.032792,896
89,1155,9,11.182591,409
1343,269,12,6.730437,775
674,618,8,16.129222,176
946,900,14,13.606677,496
80,1237,10,14.348942,1046
1247,361,5,14.069695,403
524,314,9,9.177111,654
1095,1201,12,12.637479,917
1411,342,19,16.255004,866
809,281,12,16.292766,296
1415,1183,11,7.163160,920
808,390,8,12.572373,124
971,677,14,15.650507,949
124,599,14,16.029900,638
1204,1420,9,17.173848,606
1046,828,8,19.728829,387
836,731,17,9.669612,427
635,854,19,10.763149,1198
389,1161,14,1.853256,1087
121,118,6,1.518898,190
1000,1196,5,7.917789,443
917,717,10,18.618964,1142
243,647,8,17.283443,628
289,1192,6,20.132987,271
324,408,10,12.544628,306
538,1368,19,4.904224,115
1121,404,8,17.389363,581
1457,1006,13,9.842116,430
1459,825,16,4.229498,256
910,697,7,13.750714,313
378,13,19,7.462532,718
1423,1032,17,12.094805,1175
356,18,14,7.276886,1186
71,768,7,1.073726,323
615,1077,15,2.889306,729
840,915,19,8.085231,444
1495,628,11,15.315173,709
274,536,12,10.462957,854
526,1131,14,2.511020,1186
428,302,20,11.294150,673
410,369,5,14.570860,548
166,738,15,1.717326,406
719,1476,8,15.291434,1139
1212,596,16,9.009661,877
936,442,6,20.465479,276
1045,1272,13,11.470712,1175
695,1210,7,10.411655,781
1021,1343,12,4.841271,897
1219,695,14,16.118981,1048
1083,1390,20,8.976979,597
704,587,15,5.988582,648
1145,1315,19,15.705893,617
856,733,18,19.960894,745
401,1409,8,10.871140,272
547,778,20,11.351856,377
522,611,17,0.434822,541
331,245,16,3.228616,172
609,113,16,13.535371,573
404,1241,16,6.011964,678
586,1124,9,20.473382,809
641,1229,10,0.528233,717
124,568,20,1.906661,879
1489,862,6,12.926575,813
237,593,8,7.862439,1085
1053,1010,11,9.308400,346
1395,870,14,4.003697,886
358,944,15,14.695370,1009
1444,467,16,2.277395,818
1118,794,15,7.211449,808
1208,388,10,18.555080,1090
470,1232,14,11.663221,583
985,0,20,5.736407,475
1010,1370,9,2.018416,1058
531,1356,8,11.942027,997
495,440,9,4.607042,880
1422,924,20,13.972108,1196
1234,556,15,15.507251,935
1209,592,11,18.716216,518
533,1121,17,0.765039,929
1151,589,7,3.727398,1049
822,1166,9,17.371911,1173
804,363,13,14.761602,946
64,891,11,1.268061,622
694,1381,9,0.487682,292
366,254,8,14.481575,392
1073,1481,11,6.259048,633
987,512,9,2.409159,633
1150,913,17,15.213308,135
1173,913,5,6.182339,982
717,996,10,3.204160,890
1331,1265,10,13.336138,1036
699,1106,10,2.931564,147
364,742,7,4.072010,1185
833,459,19,17.758818,137
1218,181,5,7.431008,420
1366,607,11,13.173929,991
186,728,17,10.251437,416
292,396,7,0.462187,891
616,962,9,12.792813,124
1214,851,14,5.537356,326
1441,560,5,6.545164,812
806,449,17,9.186087,136
823,754,15,20.419390,991
15,733,16,19.773265,423
549,209,18,15.890447,454
1254,554,5,14.638697,1030
797,477,19,7.743700,1041
639,343,17,1.805898,545
1105,425,12,3.449700,190
1060,802,14,17.807087,753
1354,761,17,4.415698,567
1380,419,14,12.576366,1021
1090,90,5,10.611661,138
1354,217,11,11.102457,385
105,746,5,19.060779,397
92,1410,20,20.393167,1149
831,1148,14,5.837415,860
