Source,Dest,RateLimit,Latency,LeaseCost
174,166,11,13.817520,313
125,233,19,12.598419,850
222,26,11,1.509996,421
6,130,19,8.682735,702
249,234,18,13.319029,191
131,40,19,4.869011,1150
147,19,16,8.513080,541
248,189,14,2.415460,177
240,55,7,14.553725,1016
95,31,14,1.397081,800
76,62,11,15.183869,847
222,235,14,10.591353,251
248,148,8,2.881259,560
115,132,5,4.286460,1040
216,25,19,11.702186,277
230,246,5,8.112752,1192
209,29,20,19.673885,307
57,143,16,17.072593,1067
234,201,18,15.944590,340
103,122,15,10.371775,224
197,183,20,1.137248,1067
1,230,9,10.819769,523
65,72,17,11.893876,541
245,183,14,16.808817,844
233,181,6,11.884750,737
209,98,19,1.644269,377
49,243,13,11.882653,979
72,61,9,4.317682,873
140,126,9,6.136958,646
67,92,8,11.071446,234
53,91,16,5.345356,317
80,148,11,5.669215,1076
237,109,16,11.206448,1038
210,239,15,1.721489,627
67,155,11,2.606005,349
205,3,17,2.946650,1009
3,50,19,8.552264,1125
13,74,5,15.968856,612
134,106,12,7.805014,194
152,15,19,10.250097,183
167,29,6,8.526304,638
144,106,11,15.338428,396
24,223,11,15.179501,773
223,248,14,5.414116,820
102,73,7,8.107526,517
156,195,15,7.672222,800
204,232,19,16.811369,148
124,68,16,17.068252,664
214,176,15,18.197572,827
92,55,20,16.635220,189
16,118,12,14.865381,687
246,47,20,5.523322,690
5,99,13,15.524325,861
28,8,19,10.158201,347
17,102,15,2.095399,854
87,4,15,8.774342,303
135,162,16,10.422606,830
183,79,17,15.785616,282
75,98,10,11.534987,446
196,185,8,6.221433,188
181,249,11,16.576804,266
128,44,13,2.505714,662
43,172,17,15.599660,1066
100,154,10,19.369456,938
235,55,11,6.458001,662
123,157,13,9.558772,1173
32,210,16,18.116009,347
186,119,14,16.761985,926
159,211,14,1.675819,818
86,131,13,16.400150,254
63,181,12,3.139297,121
4,157,19,17.995270,1196
47,119,18,9.698686,891
219,147,17,16.153132,697
0,8,8,0.364044,378
230,161,13,11.720443,810
187,54,19,0.407398,971
59,16,11,11.551491,344
228,14,17,14.061736,299
196,203,11,7.951345,336
66,203,13,15.806319,974
189,106,9,8.272350,450
239,45,17,7.448825,763
196,168,15,7.166971,1145
236,196,13,7.349035,1094
192,96,20,3.506005,1093
102,20,15,6.533286,421
54,175,15,14.131355,700
89,189,5,19.424668,202
84,169,17,6.542088,719
158,48,14,16.723405,422
55,91,19,19.722765,371
121,133,7,8.551664,239
87,205,14,20.090358,872
67,116,12,9.180351,267
37,80,10,1.714619,662
102,103,18,10.274290,427
63,117,17,12.901267,1087
33,144,6,8.953696,886
222,85,18,16.584519,174
195,240,10,20.258504,455
187,139,10,7.661740,908
79,33,16,4.344697,1135
149,82,7,15.607323,1154
104,7,7,8.391489,192
137,81,6,14.235700,686
222,223,18,6.259715,314
148,35,7,12.553749,1188
146,131,10,2.237760,155
85,163,18,2.036450,390
196,228,8,15.332726,995
229,172,19,20.309139,263
145,7,7,0.809748,1035
195,194,13,0.838335,775
249,67,8,0.074828,687
40,240,16,17.780741,404
175,12,9,11.046905,959
107,248,10,16.089954,330
120,162,15,10.437629,150
59,110,19,0.738145,167
212,166,13,2.774613,1050
128,4,9,14.216697,931
35,180,5,10.996854,551
164,33,17,7.962177,246
202,45,20,8.036837,794
63,97,14,17.778877,387
207,180,8,1.227921,948
76,208,13,18.367880,297
119,176,10,9.218688,554
52,86,17,12.938426,761
140,50,15,1.095435,1008
91,245,16,17.050550,365
0,200,15,7.168864,331
66,154,12,14.974892,981
110,32,14,19.295135,351
230,118,17,11.061577,306
114,169,17,19.345419,968
105,90,10,11.052750,386
61,160,14,13.272735,597
149,249,17,1.702448,540
149,110,17,16.459026,1142
77,55,18,14.307422,707
59,80,20,11.432650,637
200,188,12,13.672606,361
105,142,19,10.763149,1198
64,193,14,1.853256,1087
20,19,6,1.518898,190
166,199,5,7.917789,443
152,119,10,18.618964,1142
40,107,8,17.283443,628
48,198,6,20.132987,271
54,68,10,12.544628,306
89,228,19,4.904224,115
186,67,8,17.389363,581
242,167,13,9.842116,430
243,137,16,4.229498,256
151,116,7,13.750714,313
63,2,19,7.462532,718
237,172,17,12.094805,1175
59,3,14,7.276886,1186
11,128,7,1.073726,323
102,179,15,2.889306,729
140,152,19,8.085231,444
249,104,11,15.315173,709
45,89,12,10.462957,854
87,188,14,2.511020,1186
71,50,20,11.294150,673
68,61,5,14.570860,548
27,123,15,1.717326,406
119,246,8,15.291434,1139
202,99,16,9.009661,877
156,73,6,20.465479,276
174,212,13,11.470712,1175
115,201,7,10.411655,781
170,223,12,4.841271,897
203,115,14,16.118981,1048
180,231,20,8.976979,597
117,97,15,5.988582,648
190,219,19,15.705893,617
142,122,18,19.960894,745
66,234,8,10.871140,272
91,129,20,11.351856,377
87,101,17,0.434822,541
55,40,16,3.228616,172
177,53,15,5.527613,1011
183,21,9,19.396308,942
97,187,9,20.473382,809
106,204,10,0.528233,717
20,94,20,1.906661,879
248,143,6,12.926575,813
39,98,8,7.862439,1085
175,168,11,9.308400,346
232,145,14,4.003697,886
59,157,15,14.695370,1009
179,59,6,15.283530,683
161,177,10,16.510988,385
84,243,19,6.434041,1004
142,156,14,13.474036,100
240,99,9,17.071321,527
168,228,9,2.018416,1058
88,226,8,11.942027,997
82,73,9,4.607042,880
237,154,20,13.972108,1196
205,92,15,15.507251,935
201,98,11,18.716216,518
88,186,17,0.765039,929
191,98,7,3.727398,1049
137,194,9,17.371911,1173
134,60,13,14.761602,946
10,148,11,1.268061,622
115,230,9,0.487682,292
61,42,8,14.481575,392
178,246,11,6.259048,633
164,85,9,2.409159,633
191,152,17,15.213308,135
195,152,5,6.182339,982
119,166,10,3.204160,890
221,210,10,13.336138,1036
116,184,10,2.931564,147
60,123,7,4.072010,1185
138,76,19,17.758818,137
203,30,5,7.431008,420
227,101,11,13.173929,991
64,203,6,15.553338,378
125,71,8,3.467111,156
5,179,18,8.424126,806
156,5,17,12.751192,1079
67,51,20,0.699319,880
79,161,13,15.483247,1171
112,8,13,13.655171,500
249,202,5,14.212933,1158
241,73,10,17.538163,555
193,80,18,1.251237,473
178,211,13,17.941430,1037
94,213,11,16.197765,404
22,101,16,9.837782,379
42,20,16,12.479888,1111
217,148,19,16.523390,1170
53,106,19,11.599864,1015
153,209,16,0.837894,406
129,8,19,8.285482,808
135,64,6,0.059312,718
232,67,5,20.460484,397
248,238,13,12.728086,632
71,172,5,0.089808,887
148,83,16,7.020417,773
21,217,15,12.310851,954
235,190,17,19.515389,117
135,202,12,6.593557,698
144,27,7,16.737504,338
242,31,10,3.931582,508
168,182,6,3.645299,358
42,159,14,17.466286,740
112,110,11,2.057916,1008
68,219,6,15.139760,231
199,63,5,4.240909,137
109,140,5,7.197642,368
212,98,8,13.999882,215
239,230,11,12.161530,592
21,161,12,13.511379,162
155,178,8,11.777874,1124
86,119,11,17.800146,415
189,138,6,6.630940,138
