Source,Dest,RateLimit,Latency,LeaseCost
306,399,6,7.103482,181
131,10,13,1.445052,566
246,449,20,1.394153,815
37,236,7,20.400109,361
429,266,6,14.451688,557
180,447,17,4.024774,229
31,432,8,10.652170,881
374,171,7,15.546597,175
286,138,9,5.603638,915
305,400,20,17.622392,668
61,447,14,14.313102,254
188,207,13,1.165817,330
45,401,15,3.305761,1113
442,8,13,20.344603,1021
52,448,19,3.872499,781
344,103,14,9.376458,1016
395,421,17,19.023857,956
98,186,12,9.858629,657
51,355,16,1.568315,161
395,2,19,9.172732,681
173,117,9,2.363764,738
180,441,16,11.261425,1002
325,33,17,11.877520,1024
177,406,11,5.164311,319
438,232,15,16.378851,418
111,118,14,14.398613,716
227,122,6,10.175760,398
166,98,12,2.505196,334
164,318,12,4.051488,456
267,190,7,18.179057,1147
197,321,18,17.480133,1028
430,287,10,9.820146,397
353,57,8,11.049986,1004
6,360,19,16.933266,115
90,416,11,19.100056,159
134,26,12,9.545101,694
191,207,20,1.759322,770
27,395,6,1.556156,143
16,301,6,13.769022,557
220,259,11,14.801902,923
121,51,20,18.338479,539
3,333,14,20.365007,756
371,118,15,6.027495,248
422,177,11,16.023762,853
122,168,15,19.079828,1098
383,369,5,5.649122,876
272,374,13,14.491087,790
344,399,15,4.577303,1164
86,365,6,9.753823,627
369,326,13,3.931806,1186
73,121,13,8.129544,688
19,340,16,0.732433,1120
193,222,8,8.408791,845
63,45,15,0.354660,840
58,192,7,13.365148,884
336,228,15,6.515985,948
178,346,7,8.087845,470
132,253,10,5.725632,964
334,86,8,1.651129,897
448,179,18,3.105480,667
80,226,18,10.478530,290
310,343,8,17.990404,542
278,153,11,15.606573,1136
100,190,14,10.474547,643
284,246,8,19.982841,245
379,317,8,4.602341,921
214,280,13,15.382809,800
381,267,12,13.380647,482
236,249,8,2.871806,381
326,212,9,0.403591,118
282,415,15,20.417593,309
214,372,14,14.744649,1068
266,352,5,11.128865,102
15,106,11,5.191562,1115
291,251,15,13.230679,927
97,412,6,16.232667,360
28,191,18,4.546627,1106
26,348,16,3.719423,964
365,179,13,4.406111,392
366,231,7,16.283140,932
192,116,5,6.525662,981
389,431,7,14.431117,500
271,353,15,17.111699,484
427,426,17,1.913696,494
406,345,11,3.740457,288
406,184,6,5.630222,450
131,97,16,2.244891,858
245,160,17,9.750144,1143
41,151,15,16.323226,451
253,285,8,16.807020,998
131,99,10,0.327807,1159
110,219,13,12.817189,559
56,156,18,9.888046,1178
315,121,12,13.404907,593
68,66,10,6.631752,192
229,185,11,0.991958,651
133,114,12,9.093414,792
403,59,14,0.433672,580
321,400,10,3.013084,990
30,351,20,9.120931,1188
145,336,13,10.287181,511
330,142,7,20.312471,333
423,269,10,14.064636,938
13,72,6,1.730930,707
332,312,13,18.349118,1026
105,137,8,2.892315,270
321,275,20,10.790766,463
308,49,5,13.385565,1001
441,44,9,18.731681,364
442,336,18,14.126722,1108
111,445,7,0.610599,288
107,17,18,15.936937,655
194,18,14,5.544869,335
4,1,13,19.747164,917
124,315,5,20.465501,693
351,193,20,5.386689,964
94,217,15,10.484972,660
20,106,12,2.981561,139
27,383,15,13.863128,249
388,230,5,16.536340,863
339,63,16,3.140291,690
184,296,7,12.415248,527
60,363,7,6.325905,531
283,114,11,20.232401,1054
117,373,16,19.148339,165
346,137,18,5.754884,1086
80,215,16,12.576641,595
185,94,10,1.428144,794
270,253,8,7.375455,158
371,165,20,17.614204,1015
108,0,17,5.658117,485
94,120,14,10.333524,904
360,198,7,15.217320,1136
102,414,12,14.278657,694
84,206,15,3.658420,1138
354,189,10,15.271711,693
117,111,15,0.451797,812
203,268,20,15.816008,191
179,268,12,10.033183,983
100,376,12,11.320395,363
144,433,9,10.000652,982
338,212,9,4.874030,566
256,395,9,20.447493,386
348,254,14,18.381233,189
35,40,15,1.683105,834
358,13,11,6.404304,773
215,164,5,19.417385,278
194,109,16,9.842937,312
357,31,15,3.197031,338
122,144,16,3.836834,495
410,415,15,0.289660,922
121,102,17,8.965255,1170
302,231,9,6.157432,1171
247,326,18,2.921420,768
209,77,6,3.972299,377
4,399,13,11.519836,1145
309,338,13,20.025042,361
5,257,13,20.234068,152
230,57,15,4.162157,551
323,298,11,11.719480,716
274,398,8,6.422400,1197
188,193,10,11.356170,301
160,221,17,14.043231,486
339,261,15,20.237094,414
90,429,15,10.673899,401
110,18,17,8.356837,221
221,304,16,5.704321,994
139,215,20,8.464839,921
424,363,11,4.808842,583
317,280,9,10.446980,1199
381,230,13,20.016648,610
363,76,6,12.693796,849
403,220,15,14.845656,995
208,281,10,17.652953,895
417,423,6,9.269215,616
176,307,11,10.212167,940
394,413,15,9.628641,728
220,379,6,12.024808,394
152,238,7,10.642085,1145
162,249,9,8.361547,944
424,9,11,3.354428,910
338,70,6,1.550293,882
96,297,11,16.973746,907
38,131,13,15.687924,530
337,133,8,13.208480,570
368,158,11,11.500696,191
170,437,20,14.509723,1193
258,36,7,13.287289,274
177,101,8,18.357249,873
303,173,13,4.580852,1124
321,107,15,13.753345,889
371,433,9,4.843733,222
293,335,13,14.572343,487
289,362,9,20.001526,1096
405,141,18,12.858248,726
197,295,5,8.154943,408
153,374,11,18.727908,404
144,44,18,18.537392,330
418,262,18,6.026112,404
316,101,16,12.635215,1177
84,306,20,7.611565,841
415,340,17,8.094492,559
163,410,11,15.323978,932
221,16,17,8.054689,237
355,81,18,15.946913,440
242,381,20,4.961334,666
334,324,17,12.184880,570
274,27,12,18.882025,442
204,10,7,3.482263,323
0,317,9,20.244039,571
172,137,12,7.009779,443
343,52,12,12.478330,947
127,333,5,12.483247,164
232,135,17,13.621272,471
36,70,16,17.292918,497
428,292,18,15.124909,510
365,64,5,10.152552,302
340,89,20,6.285455,1084
